"","city","cityid","temp","WD","SD","WSE","time","isRadar","Radar","t_json","degree","province"
"683","\u94f6\u5ddd",101170101,-8,"\u5317\u98ce",0.68,2,2015-01-13 07:00:00,1,"JC_RADAR_AZ9951_JB",1421103600,0,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"684","\u94f6\u5ddd",101170101,-8,"\u5317\u98ce",0.64,0,2015-01-13 02:00:00,1,"JC_RADAR_AZ9951_JB",1421085600,0,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"685","\u94f6\u5ddd",101170101,-8,"\u5357\u98ce",0.67,1,2015-01-13 05:00:00,1,"JC_RADAR_AZ9951_JB",1421096400,180,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"686","\u94f6\u5ddd",101170101,-9,"\u5317\u98ce",0.72,1,2015-01-13 09:00:00,1,"JC_RADAR_AZ9951_JB",1421110800,0,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"687","\u94f6\u5ddd",101170101,-9,"\u5317\u98ce",0.72,2,2015-01-13 08:00:00,1,"JC_RADAR_AZ9951_JB",1421107200,0,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"688","\u94f6\u5ddd",101170101,0,"\u4e1c\u98ce",0.46,2,2015-01-13 13:00:00,1,"JC_RADAR_AZ9951_JB",1421125200,90,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"689","\u94f6\u5ddd",101170101,1,"\u4e1c\u5317\u98ce",0.42,1,2015-01-13 14:00:00,1,"JC_RADAR_AZ9951_JB",1421128800,45,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"690","\u94f6\u5ddd",101170101,1,"\u897f\u5317\u98ce",0.42,1,2015-01-13 18:00:00,1,"JC_RADAR_AZ9951_JB",1421143200,315,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"691","\u94f6\u5ddd",101170101,2,"\u4e1c\u5317\u98ce",0.41,1,2015-01-13 17:00:00,1,"JC_RADAR_AZ9951_JB",1421139600,45,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"692","\u94f6\u5ddd",101170101,3,"\u4e1c\u5357\u98ce",0.38,1,2015-01-13 16:00:00,1,"JC_RADAR_AZ9951_JB",1421136000,135,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"693","\u94f6\u5ddd",101170101,3,"\u897f\u5357\u98ce",0.4,1,2015-01-13 15:00:00,1,"JC_RADAR_AZ9951_JB",1421132400,225,"\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a"
"695","\u957f\u6625",101060101,-11,"\u4e1c\u5357\u98ce",0.58,2,2015-01-13 08:00:00,1,"JC_RADAR_AZ9431_JB",1421107200,135,"\u5409\u6797\u7701"
"696","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.53,2,2015-01-13 00:00:00,1,"JC_RADAR_AZ9431_JB",1421078400,135,"\u5409\u6797\u7701"
"697","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.53,3,2015-01-13 01:00:00,1,"JC_RADAR_AZ9431_JB",1421082000,135,"\u5409\u6797\u7701"
"698","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.57,2,2015-01-13 05:00:00,1,"JC_RADAR_AZ9431_JB",1421096400,135,"\u5409\u6797\u7701"
"699","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.54,3,2015-01-13 02:00:00,1,"JC_RADAR_AZ9431_JB",1421085600,135,"\u5409\u6797\u7701"
"700","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.56,2,2015-01-13 03:00:00,1,"JC_RADAR_AZ9431_JB",1421089200,135,"\u5409\u6797\u7701"
"701","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.56,2,2015-01-13 04:00:00,1,"JC_RADAR_AZ9431_JB",1421092800,135,"\u5409\u6797\u7701"
"702","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.58,2,2015-01-13 06:00:00,1,"JC_RADAR_AZ9431_JB",1421100000,135,"\u5409\u6797\u7701"
"703","\u957f\u6625",101060101,-12,"\u4e1c\u5357\u98ce",0.58,2,2015-01-13 07:00:00,1,"JC_RADAR_AZ9431_JB",1421103600,135,"\u5409\u6797\u7701"
"704","\u957f\u6625",101060101,-2,"\u897f\u5357\u98ce",0.77,2,2015-01-13 15:00:00,1,"JC_RADAR_AZ9431_JB",1421132400,225,"\u5409\u6797\u7701"
"705","\u957f\u6625",101060101,-2,"\u897f\u5357\u98ce",0.76,3,2015-01-13 14:00:00,1,"JC_RADAR_AZ9431_JB",1421128800,225,"\u5409\u6797\u7701"
"706","\u957f\u6625",101060101,-4,"\u897f\u5357\u98ce",0.78,2,2015-01-13 21:00:00,1,"JC_RADAR_AZ9431_JB",1421154000,225,"\u5409\u6797\u7701"
"707","\u957f\u6625",101060101,-4,"\u897f\u5357\u98ce",0.79,1,2015-01-13 16:00:00,1,"JC_RADAR_AZ9431_JB",1421136000,225,"\u5409\u6797\u7701"
"708","\u957f\u6625",101060101,-4,"\u897f\u5357\u98ce",0.79,2,2015-01-13 13:00:00,1,"JC_RADAR_AZ9431_JB",1421125200,225,"\u5409\u6797\u7701"
"709","\u957f\u6625",101060101,-4,"\u897f\u5357\u98ce",0.79,2,2015-01-13 17:00:00,1,"JC_RADAR_AZ9431_JB",1421139600,225,"\u5409\u6797\u7701"
"710","\u957f\u6625",101060101,-4,"\u897f\u98ce",0.76,1,2015-01-13 22:00:00,1,"JC_RADAR_AZ9431_JB",1421157600,270,"\u5409\u6797\u7701"
"711","\u957f\u6625",101060101,-5,"\u897f\u5357\u98ce",0.8,1,2015-01-13 23:00:00,1,"JC_RADAR_AZ9431_JB",1421161200,225,"\u5409\u6797\u7701"
"712","\u957f\u6625",101060101,-5,"\u897f\u5357\u98ce",0.8,2,2015-01-13 18:00:00,1,"JC_RADAR_AZ9431_JB",1421143200,225,"\u5409\u6797\u7701"
"713","\u957f\u6625",101060101,-5,"\u897f\u5357\u98ce",0.8,2,2015-01-13 19:00:00,1,"JC_RADAR_AZ9431_JB",1421146800,225,"\u5409\u6797\u7701"
"714","\u957f\u6625",101060101,-6,"\u5357\u98ce",0.72,2,2015-01-13 12:00:00,1,"JC_RADAR_AZ9431_JB",1421121600,180,"\u5409\u6797\u7701"
"715","\u957f\u6625",101060101,-6,"\u897f\u5317\u98ce",0.86,1,2015-01-13 00:00:00,1,"JC_RADAR_AZ9431_JB",1421078400,315,"\u5409\u6797\u7701"
"716","\u957f\u6625",101060101,-7,"\u4e1c\u5357\u98ce",0.7,3,2015-01-13 11:00:00,1,"JC_RADAR_AZ9431_JB",1421118000,135,"\u5409\u6797\u7701"
"717","\u957f\u6625",101060101,-9,"\u4e1c\u5357\u98ce",0.7,2,2015-01-13 10:00:00,1,"JC_RADAR_AZ9431_JB",1421114400,135,"\u5409\u6797\u7701"
"718","\u957f\u6625",101060101,-9,"\u4e1c\u5357\u98ce",0.65,2,2015-01-13 09:00:00,1,"JC_RADAR_AZ9431_JB",1421110800,135,"\u5409\u6797\u7701"
"719","\u957f\u6c99",101250101,4,"\u897f\u98ce",0.97,1,2015-01-13 00:00:00,1,"JC_RADAR_AZ9731_JB",1421078400,270,"\u6e56\u5357\u7701"
"720","\u957f\u6c99",101250101,4,"\u897f\u98ce",0.97,1,2015-01-13 23:00:00,1,"JC_RADAR_AZ9731_JB",1421161200,270,"\u6e56\u5357\u7701"
"721","\u957f\u6c99",101250101,5,"\u897f\u5317\u98ce",0.95,1,2015-01-13 21:00:00,1,"JC_RADAR_AZ9731_JB",1421154000,315,"\u6e56\u5357\u7701"
"722","\u957f\u6c99",101250101,5,"\u897f\u5317\u98ce",0.96,1,2015-01-13 22:00:00,1,"JC_RADAR_AZ9731_JB",1421157600,315,"\u6e56\u5357\u7701"
"723","\u957f\u6c99",101250101,6,"\u897f\u5317\u98ce",0.95,2,2015-01-13 14:00:00,1,"JC_RADAR_AZ9731_JB",1421128800,315,"\u6e56\u5357\u7701"
"724","\u957f\u6c99",101250101,7,"\u5317\u98ce",0.92,3,2015-01-13 15:00:00,1,"JC_RADAR_AZ9731_JB",1421132400,0,"\u6e56\u5357\u7701"
"725","\u957f\u6c99",101250101,7,"\u5317\u98ce",0.91,2,2015-01-13 16:00:00,1,"JC_RADAR_AZ9731_JB",1421136000,0,"\u6e56\u5357\u7701"
"726","\u957f\u6c99",101250101,7,"\u5317\u98ce",0.91,2,2015-01-13 17:00:00,1,"JC_RADAR_AZ9731_JB",1421139600,0,"\u6e56\u5357\u7701"
"727","\u957f\u6c99",101250101,7,"\u5317\u98ce",0.91,2,2015-01-13 18:00:00,1,"JC_RADAR_AZ9731_JB",1421143200,0,"\u6e56\u5357\u7701"
"728","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.92,2,2015-01-13 08:00:00,1,"JC_RADAR_AZ9731_JB",1421107200,315,"\u6e56\u5357\u7701"
"729","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.92,2,2015-01-13 10:00:00,1,"JC_RADAR_AZ9731_JB",1421114400,315,"\u6e56\u5357\u7701"
"730","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.96,1,2015-01-13 00:00:00,1,"JC_RADAR_AZ9731_JB",1421078400,315,"\u6e56\u5357\u7701"
"731","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.96,2,2015-01-13 01:00:00,1,"JC_RADAR_AZ9731_JB",1421082000,315,"\u6e56\u5357\u7701"
"732","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.96,2,2015-01-13 02:00:00,1,"JC_RADAR_AZ9731_JB",1421085600,315,"\u6e56\u5357\u7701"
"733","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.9,3,2015-01-13 07:00:00,1,"JC_RADAR_AZ9731_JB",1421103600,315,"\u6e56\u5357\u7701"
"734","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.91,2,2015-01-13 05:00:00,1,"JC_RADAR_AZ9731_JB",1421096400,315,"\u6e56\u5357\u7701"
"735","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.91,3,2015-01-13 04:00:00,1,"JC_RADAR_AZ9731_JB",1421092800,315,"\u6e56\u5357\u7701"
"736","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.91,3,2015-01-13 06:00:00,1,"JC_RADAR_AZ9731_JB",1421100000,315,"\u6e56\u5357\u7701"
"737","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.94,2,2015-01-13 03:00:00,1,"JC_RADAR_AZ9731_JB",1421089200,315,"\u6e56\u5357\u7701"
"738","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.93,1,2015-01-13 19:00:00,1,"JC_RADAR_AZ9731_JB",1421146800,315,"\u6e56\u5357\u7701"
"739","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.93,2,2015-01-13 09:00:00,1,"JC_RADAR_AZ9731_JB",1421110800,315,"\u6e56\u5357\u7701"
"740","\u957f\u6c99",101250101,7,"\u897f\u5317\u98ce",0.93,2,2015-01-13 11:00:00,1,"JC_RADAR_AZ9731_JB",1421118000,315,"\u6e56\u5357\u7701"
"741","\u957f\u6c99",101250101,7,"\u897f\u98ce",0.95,3,2015-01-13 13:00:00,1,"JC_RADAR_AZ9731_JB",1421125200,270,"\u6e56\u5357\u7701"
"742","\u957f\u6c99",101250101,7,"\u897f\u98ce",0.94,3,2015-01-13 12:00:00,1,"JC_RADAR_AZ9731_JB",1421121600,270,"\u6e56\u5357\u7701"
